source,target
"Primero que nada, aquí es donde estamos proyectados llegar con la contribution de Estados Unidos al calentamiento global, con el business as usual de siempre. Eficiencia en end-use electricity y consumo final de toda la energía es the low-hanging fruit. Eficiencia y conservación: no es un costo, es a profit. The sign is wrong.","First of all, this is where we're projected to go with the U.S. contribution to global warming, under business as usual. Efficiency in end-use electricity and end-use of all energy is the low-hanging fruit. Efficiency and conservation: it's not a cost; it's a profit. The sign is wrong."
"Si quieren saber por qué unerringly seem to get China wrong, por qué son incorrect nuestras predictions about what's going to happen en China, ésta es la razón.",If you want to know why we unerringly seem to get China wrong -- our predictions about what's going to happen to China are incorrect -- this is the reason.
"Así que ahora, mi proyecto, mientras continúo apoyando estudiantes a especializarse en distintos campos --algunos terminan siendo doctores; otros, abogados-- es crear un comprehensive group de personas, estudiantes, que pueden volver acasa y help us see una comunidad que está en medio de una huge economic recession.","So my plan right now as I continue with introducing students to different fields -- some become doctors, some lawyers -- we want to produce a comprehensive group of people, students, who can come back and help us see a community grow that is in the middle of a huge economic recession."
"La personalización masiva funciona por un arquitecto feeding into una computadora, un programa que says: manufacture estas partes.","Mass customization works by an architect feeding into a computer, a program that says, manufacture these parts."
"Permítanme que les cuente, briefly, mi personal journey, que me condujo hasta this point.","Let me just tell you, briefly, my personal journey, which led me to come to this point."
"Se ha quejado mucho de que la gente le copia, but in una entrevista que leí, he said it has really forced him to superarse.","He has complained a lot about people copying him, but in one interview I read, he said it has really forced him to up his game."
"Y por un momento pareció resultar bien pero lo dejé afuera, porque hay que dejarlo afuera to dry, y, por desgracia, cuando regresé había snails eating the unhydrolyzed bits of potato.","And it was looking good for a while, but I left it outside, because you had to leave it outside to dry, and unfortunately I came back and there were snails eating the unhydrolyzed bits of potato."
"El trato era que me darían una hora de broadband time, sentadas en sus homes, one day in a week.","The deal was that they would give me one hour of broadband time, sitting in their homes, one day in a week."
"Algunas personas think que la natación es a very solo sport, solo te lanzas al mar and off you go.","Some people think that swimming is a very solo sport, you just dive into the sea and off you go."
"Yo travel a lot, y cambio a lot de cell phones, y la única persona who always gets updated on todos mis cell phones, pagers y todo lo demás es Jill, porque de verdad no quiero miss ""the call.""","Now, I travel a lot, and I change cell phones a lot, and the one person who always gets updated on all my cell phones and pagers and everything else is Jill, because I really don't want to miss ""the call."""
"Lo que la gente quería como behavior era tener una explosion, a strong force applied hacia el personaje, y have the character react en midair.","What people wanted as a behavior was to have an explosion, a strong force applied to the character, and have the character react to it in midair."
